20240008,JCKC0010,77.92,2024-01-20
20240008,ZYBX0003,76.14,2025-06-21
20240008,ZYBX0004,87.86,2025-01-22
20240008,ZYBX0005,84.41,2025-06-23
20240008,ZYXX0008,,2024-09-05
20240008,ZYXX0009,94.26,2026-06-25
20210009,JCKC0009,86.11,2021-01-19
20210009,JCKC0010,79.50,2021-06-20
20210009,JCKC0001,67.82,2021-01-21
20210009,ZYBX0005,82.32,2022-06-22
20210009,ZYBX0006,99.09,2022-01-23
20210009,ZYBX0007,92.94,2022-06-24
20210009,ZYXX0009,91.38,2023-01-25
20210009,ZYXX0010,92.50,2023-06-26
20220010,JCKC0010,74.58,2022-01-20
20220010,JCKC0001,97.89,2022-06-21
20220010,JCKC0002,88.16,2022-01-22
20220010,ZYBX0007,67.25,2023-06-23
20220010,ZYBX0008,77.27,2023-01-24
20220010,ZYBX0009,67.14,2023-06-25
20220010,ZYXX0010,77.36,2024-01-26
20220010,ZYXX0001,72.20,2024-06-27
20220010,ZYXX0002,78.47,2024-01-10
20230011,JCKC0001,90.40,2023-01-21
20230011,JCKC0002,72.41,2023-06-22
20230011,JCKC0003,90.77,2023-01-23
20230011,ZYBX0009,90.51,2024-06-24
20230011,ZYBX0010,98.78,2024-01-25
20230011,ZYBX0011,53.50,2024-06-26
20230011,ZYXX0001,56.29,2025-01-27
20240012,JCKC0002,97.98,2024-01-22
20240012,JCKC0003,64.77,2024-06-23
20240012,JCKC0004,61.10,2024-01-24
20240012,ZYBX0011,78.02,2025-06-25
20240012,ZYBX0012,,2024-09-05
20240012,ZYBX0001,54.80,2025-06-27
20240012,ZYXX0002,91.70,2026-01-10
20240012,ZYXX0003,80.59,2026-06-11
20210013,JCKC0003,68.51,2021-01-23
20210013,JCKC0004,70.19,2021-06-24
20210013,JCKC0005,88.21,2021-01-25
20210013,ZYBX0001,99.53,2022-06-26
20210013,ZYBX0002,93.53,2022-01-27
20210013,ZYBX0003,72.28,2022-06-10
20210013,ZYXX0003,98.31,2023-01-11
20210013,ZYXX0004,86.31,2023-06-12
20210013,BYSJ0001,79.21,2023-01-13
20220014,JCKC0004,70.35,2022-01-24
20220014,JCKC0005,78.25,2022-06-25
20220014,JCKC0006,77.50,2022-01-26
20220014,ZYBX0003,95.73,2023-06-27
20220014,ZYBX0004,93.42,2023-01-10
20220014,ZYBX0005,76.35,2023-06-11
20220014,ZYXX0004,78.30,2024-01-12
20220014,ZYXX0005,73.91,2024-06-13
20220014,ZYXX0006,78.61,2024-01-14
20230015,JCKC0005,90.51,2023-01-25
20230015,JCKC0006,94.35,2023-06-26
20230015,JCKC0007,52.92,2023-01-27
20230015,ZYBX0005,96.19,2024-06-10
20230015,ZYBX0006,74.98,2024-01-11
20230015,ZYBX0007,69.61,2024-06-12
20230015,ZYXX0005,90.03,2025-01-13
20240016,JCKC0006,94.87,2024-01-26
20240016,JCKC0007,81.88,2024-06-27
20240016,JCKC0008,65.99,2024-01-10
20240016,ZYBX0007,99.68,2025-06-11
20240016,ZYBX0008,74.43,2025-01-12
20240016,ZYBX0009,84.86,2025-06-13
20240016,ZYXX0006,,2024-09-05
20240016,ZYXX0007,69.10,2026-06-15
20210017,JCKC0007,92.93,2021-01-27
20210017,JCKC0008,88.24,2021-06-10
20210017,JCKC0009,90.83,2021-01-11
20210017,ZYBX0009,74.03,2022-06-12
20210017,ZYBX0010,73.65,2022-01-13
20210017,ZYBX0011,84.52,2022-06-14
20210017,ZYXX0007,78.31,2023-01-15
20210017,ZYXX0008,79.32,2023-06-16
20220018,JCKC0008,66.44,2022-01-10
20220018,JCKC0009,76.47,2022-06-11
20220018,JCKC0010,65.69,2022-01-12
20220018,ZYBX0011,69.68,2023-06-13
20220018,ZYBX0012,73.35,2023-01-14
20220018,ZYBX0001,70.87,2023-06-15
20220018,ZYXX0008,75.92,2024-01-16
20220018,ZYXX0009,75.24,2024-06-17
20220018,ZYXX0010,90.09,2024-01-18
20230019,JCKC0009,66.41,2023-01-11
20230019,JCKC0010,97.68,2023-06-12
20230019,JCKC0001,71.55,2023-01-13
20230019,ZYBX0001,86.53,2024-06-14
20230019,ZYBX0002,80.36,2024-01-15
20230019,ZYBX0003,77.74,2024-06-16
20230019,ZYXX0009,82.65,2025-01-17
20240020,JCKC0010,90.23,2024-01-12
20240020,JCKC0001,79.64,2024-06-13
20240020,JCKC0002,74.31,2024-01-14
20240020,ZYBX0003,84.35,2025-06-15
20240020,ZYBX0004,,2024-09-05
20240020,ZYBX0005,70.29,2025-06-17
20240020,ZYXX0010,79.26,2026-01-18
20240020,ZYXX0001,72.10,2026-06-19
20210021,JCKC0001,72.44,2021-01-13
20210021,JCKC0002,80.32,2021-06-14
20210021,JCKC0003,82.06,2021-01-15
20210021,ZYBX0005,74.71,2022-06-16
20210021,ZYBX0006,78.00,2022-01-17
20210021,ZYBX0007,76.91,2022-06-18
20210021,ZYXX0001,75.27,2023-01-19
20210021,ZYXX0002,73.04,2023-06-20
20220022,JCKC0002,81.60,2022-01-14
20220022,JCKC0003,72.62,2022-06-15
20220022,JCKC0004,79.78,2022-01-16
20220022,ZYBX0007,72.80,2023-06-17
20220022,ZYBX0008,78.97,2023-01-18
20220022,ZYBX0009,76.98,2023-06-19
20220022,ZYXX0002,84.96,2024-01-20
20220022,ZYXX0003,78.77,2024-06-21
20220022,ZYXX0004,79.62,2024-01-22
20230023,JCKC0003,69.14,2023-01-15
20230023,JCKC0004,85.02,2023-06-16
20230023,JCKC0005,71.22,2023-01-17
20230023,ZYBX0009,84.91,2024-06-18
20230023,ZYBX0010,68.30,2024-01-19
20230023,ZYBX0011,76.51,2024-06-20
20230023,ZYXX0003,71.29,2025-01-21
20240024,JCKC0004,70.16,2024-01-16
20240024,JCKC0005,85.05,2024-06-17
20240024,JCKC0006,76.92,2024-01-18
20240024,ZYBX0011,78.25,2025-06-19
20240024,ZYBX0012,91.14,2025-01-20
20240024,ZYBX0001,81.00,2025-06-21
20240024,ZYXX0004,85.32,2026-01-22
20240024,ZYXX0005,,2024-09-05
20210025,JCKC0005,69.43,2021-01-17
20210025,JCKC0006,73.85,2021-06-18
20210025,JCKC0007,66.15,2021-01-19
20210025,ZYBX0001,75.85,2022-06-20
20210025,ZYBX0002,67.19,2022-01-21
20210025,ZYBX0003,75.47,2022-06-22
20210025,ZYXX0005,87.38,2023-01-23
20210025,ZYXX0006,69.95,2023-06-24
20210025,BYSJ0001,68.58,2023-01-25
20220026,JCKC0006,89.77,2022-01-18
20220026,JCKC0007,79.11,2022-06-19
20220026,JCKC0008,87.61,2022-01-20
20220026,ZYBX0003,72.07,2023-06-21
20220026,ZYBX0004,83.81,2023-01-22
20220026,ZYBX0005,86.26,2023-06-23
20220026,ZYXX0006,64.53,2024-01-24
20220026,ZYXX0007,92.07,2024-06-25
20220026,ZYXX0008,87.91,2024-01-26
20230027,JCKC0007,69.97,2023-01-19
20230027,JCKC0008,75.66,2023-06-20
20230027,JCKC0009,86.47,2023-01-21
20230027,ZYBX0005,67.74,2024-06-22
20230027,ZYBX0006,98.40,2024-01-23
20230027,ZYBX0007,98.66,2024-06-24
20230027,ZYXX0007,72.17,2025-01-25
20240028,JCKC0008,84.25,2024-01-20
20240028,JCKC0009,73.21,2024-06-21
20240028,JCKC0010,65.33,2024-01-22
20240028,ZYBX0007,80.96,2025-06-23
20240028,ZYBX0008,,2024-09-05
20240028,ZYBX0009,78.12,2025-06-25
20240028,ZYXX0008,92.95,2026-01-26
20240028,ZYXX0009,61.06,2026-06-27
20210029,JCKC0009,87.87,2021-01-21
20210029,JCKC0010,69.44,2021-06-22
20210029,JCKC0001,69.75,2021-01-23
20210029,ZYBX0009,75.16,2022-06-24
20210029,ZYBX0010,71.01,2022-01-25
20210029,ZYBX0011,62.04,2022-06-26
20210029,ZYXX0009,99.76,2023-01-27
20210029,ZYXX0010,65.41,2023-06-10
20220030,JCKC0010,89.08,2022-01-22
20220030,JCKC0001,82.49,2022-06-23
20220030,JCKC0002,68.80,2022-01-24
20220030,ZYBX0011,73.60,2023-06-25
20220030,ZYBX0012,42.96,2023-01-26
20220030,ZYBX0001,90.01,2023-06-27
20220030,ZYXX0010,56.68,2024-01-10
20220030,ZYXX0001,93.52,2024-06-11
20220030,ZYXX0002,87.65,2024-01-12
20230031,JCKC0001,82.28,2023-01-23
20230031,JCKC0002,74.97,2023-06-24
20230031,JCKC0003,71.11,2023-01-25
20230031,ZYBX0001,83.41,2024-06-26
20230031,ZYBX0002,71.55,2024-01-27
20230031,ZYBX0003,95.98,2024-06-10
20230031,ZYXX0001,68.94,2025-01-11
20240032,JCKC0002,83.38,2024-01-24
20240032,JCKC0003,77.14,2024-06-25
20240032,JCKC0004,82.60,2024-01-26
20240032,ZYBX0003,90.64,2025-06-27
20240032,ZYBX0004,72.57,2025-01-10
20240032,ZYBX0005,75.53,2025-06-11
20240032,ZYXX0002,69.34,2026-01-12
20240032,ZYXX0003,,2024-09-05
20210033,JCKC0003,80.50,2021-01-25
20210033,JCKC0004,84.62,2021-06-26
20210033,JCKC0005,75.59,2021-01-27
20210033,ZYBX0005,75.95,2022-06-10
20210033,ZYBX0006,58.15,2022-01-11
20210033,ZYBX0007,60.45,2022-06-12
20210033,ZYXX0003,64.37,2023-01-13
20210033,ZYXX0004,91.17,2023-06-14
20220034,JCKC0004,82.39,2022-01-26
20220034,JCKC0005,81.69,2022-06-27
20220034,JCKC0006,58.48,2022-01-10
20220034,ZYBX0007,83.07,2023-06-11
20220034,ZYBX0008,98.48,2023-01-12
20220034,ZYBX0009,80.19,2023-06-13
20220034,ZYXX0004,92.04,2024-01-14
20220034,ZYXX0005,81.07,2024-06-15
20220034,ZYXX0006,81.50,2024-01-16
20230035,JCKC0005,79.75,2023-01-27
20230035,JCKC0006,70.35,2023-06-10
20230035,JCKC0007,55.90,2023-01-11
20230035,ZYBX0009,60.83,2024-06-12
20230035,ZYBX0010,70.27,2024-01-13
20230035,ZYBX0011,53.24,2024-06-14
20230035,ZYXX0005,83.35,2025-01-15
20240036,JCKC0006,66.81,2024-01-10
20240036,JCKC0007,90.59,2024-06-11
20240036,JCKC0008,65.28,2024-01-12
20240036,ZYBX0011,91.64,2025-06-13
20240036,ZYBX0012,76.39,2025-01-14
20240036,ZYBX0001,,2024-09-05
20240036,ZYXX0006,78.53,2026-01-16
20240036,ZYXX0007,88.61,2026-06-17
20210037,JCKC0007,74.01,2021-01-11
20210037,JCKC0008,83.99,2021-06-12
20210037,JCKC0009,59.02,2021-01-13
20210037,ZYBX0001,98.50,2022-06-14
20210037,ZYBX0002,57.30,2022-01-15
20210037,ZYBX0003,83.03,2022-06-16
20210037,ZYXX0007,94.01,2023-01-17
20210037,ZYXX0008,65.65,2023-06-18
20210037,BYSJ0001,82.80,2023-01-19
20220038,JCKC0008,57.17,2022-01-12
20220038,JCKC0009,59.72,2022-06-13
20220038,JCKC0010,74.74,2022-01-14
20220038,ZYBX0003,64.57,2023-06-15
20220038,ZYBX0004,93.19,2023-01-16
20220038,ZYBX0005,94.06,2023-06-17
20220038,ZYXX0008,72.81,2024-01-18
20220038,ZYXX0009,89.99,2024-06-19
20220038,ZYXX0010,76.58,2024-01-20
20230039,JCKC0009,64.17,2023-01-13
20230039,JCKC0010,65.85,2023-06-14
20230039,JCKC0001,97.89,2023-01-15
20230039,ZYBX0005,75.97,2024-06-16
20230039,ZYBX0006,66.73,2024-01-17
20230039,ZYBX0007,72.66,2024-06-18
20230039,ZYXX0009,78.26,2025-01-19
20240040,JCKC0010,60.88,2024-01-14
20240040,JCKC0001,73.37,2024-06-15
20240040,JCKC0002,74.73,2024-01-16
20240040,ZYBX0007,96.34,2025-06-17
20240040,ZYBX0008,98.11,2025-01-18
20240040,ZYBX0009,79.29,2025-06-19
20240040,ZYXX0010,75.25,2026-01-20
20240040,ZYXX0001,,2024-09-05
20210041,JCKC0001,61.62,2021-01-15
20210041,JCKC0002,51.64,2021-06-16
20210041,JCKC0003,99.11,2021-01-17
20210041,ZYBX0009,95.88,2022-06-18
20210041,ZYBX0010,97.94,2022-01-19
20210041,ZYBX0011,85.76,2022-06-20
20210041,ZYXX0001,83.31,2023-01-21
20210041,ZYXX0002,82.11,2023-06-22
20220042,JCKC0002,98.65,2022-01-16
20220042,JCKC0003,95.89,2022-06-17
20220042,JCKC0004,68.18,2022-01-18
20220042,ZYBX0011,67.24,2023-06-19
20220042,ZYBX0012,71.52,2023-01-20
20220042,ZYBX0001,78.59,2023-06-21
20220042,ZYXX0002,91.40,2024-01-22
20220042,ZYXX0003,77.31,2024-06-23
20220042,ZYXX0004,75.22,2024-01-24
20230043,JCKC0003,97.60,2023-01-17
20230043,JCKC0004,54.35,2023-06-18
20230043,JCKC0005,92.57,2023-01-19
20230043,ZYBX0001,74.69,2024-06-20
20230043,ZYBX0002,78.25,2024-01-21
20230043,ZYBX0003,75.03,2024-06-22
20230043,ZYXX0003,77.30,2025-01-23
20240044,JCKC0004,63.06,2024-01-18
20240044,JCKC0005,91.41,2024-06-19
20240044,JCKC0006,56.94,2024-01-20
20240044,ZYBX0003,79.05,2025-06-21
20240044,ZYBX0004,78.03,2025-01-22
20240044,ZYBX0005,,2024-09-05
20240044,ZYXX0004,74.82,2026-01-24
20240044,ZYXX0005,90.13,2026-06-25
20210045,JCKC0005,75.69,2021-01-19
20210045,JCKC0006,78.36,2021-06-20
20210045,JCKC0007,94.09,2021-01-21
20210045,ZYBX0005,84.08,2022-06-22
20210045,ZYBX0006,77.27,2022-01-23
20210045,ZYBX0007,87.95,2022-06-24
20210045,ZYXX0005,85.07,2023-01-25
20210045,ZYXX0006,88.34,2023-06-26
20220046,JCKC0006,64.02,2022-01-20
20220046,JCKC0007,61.11,2022-06-21
20220046,JCKC0008,69.76,2022-01-22
20220046,ZYBX0007,80.18,2023-06-23
20220046,ZYBX0008,85.75,2023-01-24
20220046,ZYBX0009,76.28,2023-06-25
20220046,ZYXX0006,66.98,2024-01-26
20220046,ZYXX0007,82.74,2024-06-27
20220046,ZYXX0008,68.99,2024-01-10
20230047,JCKC0007,65.87,2023-01-21
20230047,JCKC0008,86.71,2023-06-22
20230047,JCKC0009,74.41,2023-01-23
20230047,ZYBX0009,70.69,2024-06-24
20230047,ZYBX0010,69.61,2024-01-25
20230047,ZYBX0011,68.13,2024-06-26
20230047,ZYXX0007,75.62,2025-01-27
20240048,JCKC0008,75.76,2024-01-22
20240048,JCKC0009,73.87,2024-06-23
20240048,JCKC0010,78.19,2024-01-24
20240048,ZYBX0011,85.31,2025-06-25
20240048,ZYBX0012,75.42,2025-01-26
20240048,ZYBX0001,78.28,2025-06-27
20240048,ZYXX0008,88.10,2026-01-10
20240048,ZYXX0009,68.33,2026-06-11
20210049,JCKC0009,65.41,2021-01-23
20210049,JCKC0010,70.96,2021-06-24
20210049,JCKC0001,76.48,2021-01-25
20210049,ZYBX0001,80.42,2022-06-26
20210049,ZYBX0002,87.02,2022-01-27
20210049,ZYBX0003,74.85,2022-06-10
20210049,ZYXX0009,65.85,2023-01-11
20210049,ZYXX0010,78.76,2023-06-12
20210049,BYSJ0001,63.40,2023-01-13
20220050,JCKC0010,78.38,2022-01-24
20220050,JCKC0001,91.96,2022-06-25
20220050,JCKC0002,83.26,2022-01-26
20220050,ZYBX0003,74.96,2023-06-27
20220050,ZYBX0004,79.56,2023-01-10
20220050,ZYBX0005,79.73,2023-06-11
20220050,ZYXX0010,84.43,2024-01-12
20220050,ZYXX0001,90.76,2024-06-13
20220050,ZYXX0002,72.29,2024-01-14
20230051,JCKC0001,80.05,2023-01-25
20230051,JCKC0002,69.17,2023-06-26
20230051,JCKC0003,75.82,2023-01-27
20230051,ZYBX0005,85.17,2024-06-10
20230051,ZYBX0006,68.49,2024-01-11
20230051,ZYBX0007,59.39,2024-06-12
20230051,ZYXX0001,72.79,2025-01-13
20240052,JCKC0002,85.76,2024-01-26
20240052,JCKC0003,71.08,2024-06-27
20240052,JCKC0004,72.08,2024-01-10
20240052,ZYBX0007,81.99,2025-06-11
20240052,ZYBX0008,75.18,2025-01-12
20240052,ZYBX0009,,2024-09-05
20240052,ZYXX0002,72.96,2026-01-14
20240052,ZYXX0003,63.43,2026-06-15
20210053,JCKC0003,85.94,2021-01-27
20210053,JCKC0004,83.49,2021-06-10
20210053,JCKC0005,73.48,2021-01-11
20210053,ZYBX0009,76.69,2022-06-12
20210053,ZYBX0010,72.43,2022-01-13
20210053,ZYBX0011,54.34,2022-06-14
20210053,ZYXX0003,73.03,2023-01-15
20210053,ZYXX0004,63.21,2023-06-16
20220054,JCKC0004,75.89,2022-01-10
20220054,JCKC0005,86.07,2022-06-11
20220054,JCKC0006,87.80,2022-01-12
20220054,ZYBX0011,74.87,2023-06-13
20220054,ZYBX0012,79.58,2023-01-14
20220054,ZYBX0001,87.28,2023-06-15
20220054,ZYXX0004,91.12,2024-01-16
20220054,ZYXX0005,90.37,2024-06-17
20220054,ZYXX0006,84.20,2024-01-18
20230055,JCKC0005,77.14,2023-01-11
20230055,JCKC0006,90.93,2023-06-12
20230055,JCKC0007,75.69,2023-01-13
20230055,ZYBX0001,96.11,2024-06-14
20230055,ZYBX0002,63.97,2024-01-15
20230055,ZYBX0003,91.36,2024-06-16
20230055,ZYXX0005,82.80,2025-01-17
20240056,JCKC0006,78.57,2024-01-12
20240056,JCKC0007,67.79,2024-06-13
20240056,JCKC0008,72.61,2024-01-14
20240056,ZYBX0003,72.66,2025-06-15
20240056,ZYBX0004,55.22,2025-01-16
20240056,ZYBX0005,73.32,2025-06-17
20240056,ZYXX0006,61.21,2026-01-18
20240056,ZYXX0007,93.97,2026-06-19
20210057,JCKC0007,70.28,2021-01-13
20210057,JCKC0008,75.25,2021-06-14
20210057,JCKC0009,84.22,2021-01-15
20210057,ZYBX0005,73.06,2022-06-16
20210057,ZYBX0006,92.88,2022-01-17
20210057,ZYBX0007,98.12,2022-06-18
20210057,ZYXX0007,84.32,2023-01-19
20210057,ZYXX0008,73.71,2023-06-20
20220058,JCKC0008,72.18,2022-01-14
20220058,JCKC0009,83.26,2022-06-15
20220058,JCKC0010,81.34,2022-01-16
20220058,ZYBX0007,74.73,2023-06-17
20220058,ZYBX0008,85.08,2023-01-18
20220058,ZYBX0009,63.93,2023-06-19
20220058,ZYXX0008,62.09,2024-01-20
20220058,ZYXX0009,94.31,2024-06-21
20220058,ZYXX0010,75.50,2024-01-22
20230059,JCKC0009,72.59,2023-01-15
20230059,JCKC0010,80.79,2023-06-16
20230059,JCKC0001,94.01,2023-01-17
20230059,ZYBX0009,58.88,2024-06-18
20230059,ZYBX0010,67.85,2024-01-19
20230059,ZYBX0011,51.90,2024-06-20
20230059,ZYXX0009,95.52,2025-01-21
20240060,JCKC0010,77.15,2024-01-16
20240060,JCKC0001,89.92,2024-06-17
20240060,JCKC0002,68.40,2024-01-18
20240060,ZYBX0011,50.34,2025-06-19
20240060,ZYBX0012,91.72,2025-01-20
20240060,ZYBX0001,59.38,2025-06-21
20240060,ZYXX0010,,2024-09-05
20240060,ZYXX0001,92.12,2026-06-23
20210061,JCKC0001,76.48,2021-01-17
20210061,JCKC0002,83.32,2021-06-18
20210061,JCKC0003,95.77,2021-01-19
20210061,ZYBX0001,85.88,2022-06-20
20210061,ZYBX0002,94.87,2022-01-21
20210061,ZYBX0003,62.80,2022-06-22
20210061,ZYXX0001,62.89,2023-01-23
20210061,ZYXX0002,62.73,2023-06-24
20210061,BYSJ0001,66.85,2023-01-25
20220062,JCKC0002,52.60,2022-01-18
20220062,JCKC0003,70.46,2022-06-19
20220062,JCKC0004,66.60,2022-01-20
20220062,ZYBX0003,98.20,2023-06-21
20220062,ZYBX0004,97.94,2023-01-22
20220062,ZYBX0005,97.93,2023-06-23
20220062,ZYXX0002,70.37,2024-01-24
20220062,ZYXX0003,93.34,2024-06-25
20220062,ZYXX0004,82.72,2024-01-26
20230063,JCKC0003,82.72,2023-01-19
20230063,JCKC0004,66.13,2023-06-20
20230063,JCKC0005,89.99,2023-01-21
20230063,ZYBX0005,77.88,2024-06-22
20230063,ZYBX0006,75.83,2024-01-23
20230063,ZYBX0007,65.84,2024-06-24
20230063,ZYXX0003,71.41,2025-01-25
20240064,JCKC0004,98.03,2024-01-20
20240064,JCKC0005,56.38,2024-06-21
20240064,JCKC0006,70.14,2024-01-22
20240064,ZYBX0007,66.96,2025-06-23
20240064,ZYBX0008,88.62,2025-01-24
20240064,ZYBX0009,99.90,2025-06-25
20240064,ZYXX0004,67.06,2026-01-26
20240064,ZYXX0005,81.76,2026-06-27
20210065,JCKC0005,51.03,2021-01-21
20210065,JCKC0006,60.12,2021-06-22
20210065,JCKC0007,93.50,2021-01-23
20210065,ZYBX0009,90.80,2022-06-24
20210065,ZYBX0010,61.03,2022-01-25
20210065,ZYBX0011,74.00,2022-06-26
20210065,ZYXX0005,90.02,2023-01-27
20210065,ZYXX0006,75.40,2023-06-10
20220066,JCKC0006,72.02,2022-01-22
20220066,JCKC0007,47.05,2022-06-23
20220066,JCKC0008,65.66,2022-01-24
20220066,ZYBX0011,83.14,2023-06-25
20220066,ZYBX0012,86.81,2023-01-26
20220066,ZYBX0001,92.35,2023-06-27
20220066,ZYXX0006,78.77,2024-01-10
20220066,ZYXX0007,90.46,2024-06-11
20220066,ZYXX0008,80.05,2024-01-12
20230067,JCKC0007,54.82,2023-01-23
20230067,JCKC0008,91.22,2023-06-24
20230067,JCKC0009,87.26,2023-01-25
20230067,ZYBX0001,56.10,2024-06-26
20230067,ZYBX0002,85.61,2024-01-27
20230067,ZYBX0003,76.73,2024-06-10
20230067,ZYXX0007,77.45,2025-01-11
20240068,JCKC0008,66.65,2024-01-24
20240068,JCKC0009,79.61,2024-06-25
20240068,JCKC0010,92.64,2024-01-26
20240068,ZYBX0003,93.30,2025-06-27
20240068,ZYBX0004,96.64,2025-01-10
20240068,ZYBX0005,88.80,2025-06-11
20240068,ZYXX0008,,2024-09-05
20240068,ZYXX0009,68.31,2026-06-13
20210069,JCKC0009,64.82,2021-01-25
20210069,JCKC0010,65.06,2021-06-26
20210069,JCKC0001,95.70,2021-01-27
20210069,ZYBX0005,90.79,2022-06-10
20210069,ZYBX0006,77.49,2022-01-11
20210069,ZYBX0007,88.49,2022-06-12
20210069,ZYXX0009,72.08,2023-01-13
20210069,ZYXX0010,77.07,2023-06-14
20220070,JCKC0010,62.14,2022-01-26
20220070,JCKC0001,94.11,2022-06-27
20220070,JCKC0002,99.78,2022-01-10
20220070,ZYBX0007,81.34,2023-06-11
20220070,ZYBX0008,81.35,2023-01-12
20220070,ZYBX0009,75.47,2023-06-13
20220070,ZYXX0010,76.69,2024-01-14
20220070,ZYXX0001,75.93,2024-06-15
20220070,ZYXX0002,74.79,2024-01-16
20230071,JCKC0001,94.38,2023-01-27
20230071,JCKC0002,69.26,2023-06-10
20230071,JCKC0003,79.41,2023-01-11
20230071,ZYBX0009,79.97,2024-06-12
20230071,ZYBX0010,82.66,2024-01-13
20230071,ZYBX0011,83.26,2024-06-14
20230071,ZYXX0001,70.31,2025-01-15
20240072,JCKC0002,81.03,2024-01-10
20240072,JCKC0003,59.85,2024-06-11
20240072,JCKC0004,81.38,2024-01-12
20240072,ZYBX0011,80.53,2025-06-13
20240072,ZYBX0012,,2024-09-05
20240072,ZYBX0001,77.92,2025-06-15
20240072,ZYXX0002,85.39,2026-01-16
20240072,ZYXX0003,70.49,2026-06-17
20210073,JCKC0003,63.27,2021-01-11
20210073,JCKC0004,84.62,2021-06-12
20210073,JCKC0005,82.98,2021-01-13
20210073,ZYBX0001,69.22,2022-06-14
20210073,ZYBX0002,77.96,2022-01-15
20210073,ZYBX0003,87.16,2022-06-16
20210073,ZYXX0003,83.77,2023-01-17
20210073,ZYXX0004,70.26,2023-06-18
20210073,BYSJ0001,78.23,2023-01-19
20220074,JCKC0004,94.64,2022-01-12
20220074,JCKC0005,81.53,2022-06-13
20220074,JCKC0006,75.74,2022-01-14
20220074,ZYBX0003,76.33,2023-06-15
20220074,ZYBX0004,74.77,2023-01-16
20220074,ZYBX0005,78.00,2023-06-17
20220074,ZYXX0004,77.89,2024-01-18
20220074,ZYXX0005,76.25,2024-06-19
20220074,ZYXX0006,83.08,2024-01-20
20230075,JCKC0005,75.54,2023-01-13
20230075,JCKC0006,82.61,2023-06-14
20230075,JCKC0007,75.44,2023-01-15
20230075,ZYBX0005,75.02,2024-06-16
20230075,ZYBX0006,81.44,2024-01-17
20230075,ZYBX0007,81.47,2024-06-18
20230075,ZYXX0005,85.41,2025-01-19
20240076,JCKC0006,74.09,2024-01-14
20240076,JCKC0007,70.50,2024-06-15
20240076,JCKC0008,91.47,2024-01-16
20240076,ZYBX0007,70.30,2025-06-17
20240076,ZYBX0008,71.70,2025-01-18
20240076,ZYBX0009,79.33,2025-06-19
20240076,ZYXX0006,,2024-09-05
20240076,ZYXX0007,91.85,2026-06-21
20210077,JCKC0007,82.38,2021-01-15
20210077,JCKC0008,91.68,2021-06-16
20210077,JCKC0009,80.14,2021-01-17
20210077,ZYBX0009,76.39,2022-06-18
20210077,ZYBX0010,75.07,2022-01-19
